CLSS ID,CRN,Term,Term Code,Department Code,Subject Code,Catalog Number,Course,Section,Course Title,Long Title,Schedule Type,Title,Meeting Pattern,Meetings,Instructor,Building and Room,Status,Part of Term,Session,Campus,Instructional Method,Visible,Special Approval,Credit Hrs Min,Credit Hours,Grade Mode,URL,Attributes,Course Attributes,Enrollment,Maximum Enrollment,Prior Enrollment,Waitlist Maximum,Wait Total,Cross-listings,Cross-list Enrollment,Cross-list Maximum,Cross-list Wait Total,Comments (details for ASO and/or justifications for Dean/FM approvals),Section Text (visible in student views)#1,Section Text (visible in student views)#2,Final Exam,"Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Classification 
Include/Exclude","Restrictions
Classification","Restrictions
Degree 
Include/Exclude","Restrictions
Degree","Restrictions
Department 
Include/Exclude","Restrictions
Department","Restrictions
Level 
Include/Exclude","Restrictions
Level","Restrictions
Field of Study - All 
Include/Exclude","Restrictions
Field of Study - All","Restrictions
Field of Study - Concentration 
Include/Exclude","Restrictions
Field of Study - Concentration","Restrictions
Field of Study - Major 
Include/Exclude","Restrictions
Field of Study - Major","Restrictions
Field of Study - Minor 
Include/Exclude","Restrictions
Field of Study - Minor","Restrictions
Program 
Include/Exclude","Restrictions
Program"
3470,30635,2024 Spring,202420,DGM,DGM,2570,DGM 2570,001 (30635),Storytelling Digtl Media I WE,,Face to Face (F),,MW 1pm-2:40pm,MW 1pm-2:40pm [Face to Face (Class)],"Phillips, Eric (10579711) [Primary, 100%]",SA 305,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Writing Enriched; Lab access fee of $45 applies,Writing Enriched; Lab access fee of $45 applies,0,15,20,15,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
3357,30279,2024 Spring,202420,DGM,DGM,2570,DGM 2570,002 (30279),Storytelling Digtl Media I WE,,Face to Face (F),,TR 2:30pm-3:45pm; F 2:30pm-3:20pm,TR 2:30pm-3:45pm [Face to Face (Class)]; F 2:30pm-3:20pm [Face to Face (Class)],"Green, Daniel (10283756) [Primary, 100%]",SA 304,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Writing Enriched; Lab access fee of $45 applies,Writing Enriched; Lab access fee of $45 applies,0,15,14,15,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
3265,30035,2024 Spring,202420,DGM,DGM,2570,DGM 2570,601 (30035),Storytelling Digtl Media I WE,,Face to Face (F),,MW 5:30pm-7:10pm,MW 5:30pm-7:10pm [Face to Face (Class)],"King, William (10552791) [Primary, 100%]",SA 303,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Writing Enriched; Lab access fee of $45 applies,Writing Enriched; Lab access fee of $45 applies,0,15,15,15,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,36876,2024 Spring,202420,DGM,DGM,260R,DGM 260R,003 (36876),Topics Animation/Game Dev,,Face to Face and Online (FFO),Tops Anim/Game Dev Intro Comp,Does Not Meet,Does Not Meet [Face to Face and Online (Class)],"Staff [Primary, 100%]",Choose an Option,Cancelled,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),No,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Course fee of $12 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $12 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,0,20,0,0,,,,,,,"Course is taught both in person, in a classroom, and via technology. The technology-delivered components include teaching and learning activities and reduces the time traditionally spent in the face-to-face class.",(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6899,37248,2024 Spring,202420,DGM,DGM,260R,DGM 260R,004 (37248),Topics Animation/Game Dev,,Face to Face (F),Tops Anim/Game Dev Studiotech,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",Choose an Option,Cancelled,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),No,(None Assigned),3,3,Standard Letter,,Course fee of $12 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $12 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,0,26,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6900,37249,2024 Spring,202420,DGM,DGM,260R,DGM 260R,005 (37249),Topics Animation/Game Dev,,Face to Face (F),Top Anim/Game Dev Gamification,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",Choose an Option,Cancelled,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),No,(None Assigned),3,3,Standard Letter,,Course fee of $12 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $12 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,0,10,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,31691,2024 Spring,202420,DGM,DGM,2661,DGM 2661,601 (31691),Visualization for Digital Cine,,Livestream (LS),,TR 5:30pm-6:45pm,TR 5:30pm-6:45pm [Livestream (Class)],"Glass, David (10912561) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,24,25,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component.  Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
4010,32075,2024 Spring,202420,DGM,DGM,2661,DGM 2661,602 (32075),Visualization for Digital Cine,,Livestream (LS),,TR 7pm-8:15pm,TR 7pm-8:15pm [Livestream (Class)],"Glass, David (10912561) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,16,25,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component.  Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7498,37555,2024 Spring,202420,DGM,DGM,270R,DGM 270R,001 (37555),Topics Web Design and Dev,,Face to Face and Online (FFO),Tops Web Design Dev Port Wkshp,R 1pm-2:15pm,R 1pm-2:15pm [Face to Face and Online (Class)]; Does Not Meet [Face to Face and Online (Class)],"Hedrick, Emily (10470145) [Primary, 100%]",CS 406; ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,HY - Hybrid Delivery; Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,30,0,25,0,,,,,"This is a hybrid class 270R on Tuesday. This is a pilot for DWDD 2590 - Portfolio Workshop. New class. 3:3:0 class
PORTFOLIO WORKSHOP",,"Course is taught both in person, in a classroom, and via technology. The technology-delivered components include teaching and learning activities and reduces the time traditionally spent in the face-to-face class.",Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,25992,2024 Spring,202420,DGM,DGM,281R,DGM 281R,001 (25992),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,1,1,Credit/No Credit,https://www.uvu.edu/internships/,,,0,5,4,5,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
148,10758,2024 Spring,202420,DGM,DGM,281R,DGM 281R,002 (10758),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,2,2,Credit/No Credit,https://www.uvu.edu/internships/,,,0,10,2,10,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
149,10759,2024 Spring,202420,DGM,DGM,281R,DGM 281R,003 (10759),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,3,3,Credit/No Credit,https://www.uvu.edu/internships/,,,0,10,2,10,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
720,15836,2024 Spring,202420,DGM,DGM,281R,DGM 281R,004 (15836),Internship,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Brown, Kim (10550190) [Primary, 100%]",TBA TBA,Active,Internship (INT) - INT (1/8/24 to 5/1/24),Not Applicable,M,Supervision at Remote Site (SUP),Yes,Contact Internship Coordinator,4,4,Credit/No Credit,https://www.uvu.edu/internships/,,,0,10,5,10,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,33980,2024 Spring,202420,DGM,DGM,302R,DGM 302R,601 (33980),DCP Lecture Series-CineSkype,,Face to Face (F),,W 7pm-7:50pm,W 7pm-7:50pm [Face to Face (Class)],"Andersen, Duane (10209228) [Primary, 100%]",CS 404,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),1,1,Standard Letter,,,,0,125,30,50,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,20595,2024 Spring,202420,DGM,DGM,3110,DGM 3110,001 (20595),Corporate Issues Dig Media WE,,Face to Face (F),,MWF 11am-11:50am,MWF 11am-11:50am [Face to Face (Class)],"Card, Arlen (10574254) [Primary, 100%]",CS 409,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Writing Enriched; Lab access fee of $45 applies,Writing Enriched; Lab access fee of $45 applies,0,30,24,25,0,,,,,,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6951,37304,2024 Spring,202420,DGM,DGM,3110,DGM 3110,002 (37304),Corporate Issues Dig Media WE,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",Choose an Option,Cancelled,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),No,(None Assigned),3,3,Standard Letter,,Writing Enriched; Lab access fee of $45 applies,Writing Enriched; Lab access fee of $45 applies,0,0,15,0,0,,,,,,,,N--Classroom/Lab is NOT needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,26468,2024 Spring,202420,DGM,DGM,312G,DGM 312G,X01 (26468),Digital Media Intercul Comm GI,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Crawford, Katherine (10312970) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,GI - Global Intercultural; Lab access fee of $45 applies,GI - Global Intercultural; Lab access fee of $45 applies,0,25,18,25,0,,,,,,,,N--Classroom/Lab is NOT needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
7071,37429,2024 Spring,202420,DGM,DGM,312G,DGM 312G,X02 (37429),Digital Media Intercul Comm GI,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Crawford, Katherine (10312970) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,GI - Global Intercultural; Lab access fee of $45 applies,GI - Global Intercultural; Lab access fee of $45 applies,0,25,14,25,0,,,,,,,,N--Classroom/Lab is NOT needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716,37017,2024 Spring,202420,DGM,DGM,3220,DGM 3220,X01 (37017),Digital Media Project Mgmt,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Christensen, Gary (10301092) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,21,25,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,35089,2024 Spring,202420,DGM,DGM,340R,DGM 340R,001 (35089),Adv Top in Digital Audio,,Face to Face (F),AdvTop Dig Aud Post Prod Sound,TR 8:30am-9:45am,TR 8:30am-9:45am [Face to Face (Class)],"Peterson, Owen (10226436) [Primary, 100%]",CS 623,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,6,25,0,,,,,,,Post Production Sound for Cinema.,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
7469,37554,2024 Spring,202420,DGM,DGM,340R,DGM 340R,601 (37554),Adv Top in Digital Audio,,Face to Face (F),Adv Top Digit Aud Signal Proc,TR 5:30pm-6:45pm,TR 5:30pm-6:45pm [Face to Face (Class)],"Wisland, Michael (10001669) [Primary, 100%]",CS 623,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,0,25,0,,,,,"Ratio: 3:3:0
Subtitle: Signal Processing",,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,16969,2024 Spring,202420,DGM,DGM,3420,DGM 3420,001 (16969),Studio Engineering II,,Face to Face (F),,TR 10am-11:15am,TR 10am-11:15am [Face to Face (Class)],"Card, Arlen (10574254) [Primary, 100%]",LC 309,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,20,14,20,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6769,37101,2024 Spring,202420,DGM,DGM,3440,DGM 3440,001 (37101),Sound for Games,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",Choose an Option,Cancelled,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),No,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,0,13,0,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,10770,2024 Spring,202420,DGM,DGM,3460,DGM 3460,601 (10770),Live Sound Reinforcement,,Face to Face (F),,M 6pm-6:50pm; W 6pm-7:50pm,M 6pm-6:50pm [Face to Face (Class)]; W 6pm-7:50pm [Face to Face (Class)],"Knoell, Jason (10554333) [Primary, 100%]",LC 309,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,20,12,20,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6766,37098,2024 Spring,202420,DGM,DGM,3491,DGM 3491,001 (37098),DAW Training IV,,Face to Face (F),,MW 11am-12:40pm; F 11am-11:50am,MW 11am-12:40pm [Face to Face (Class)]; F 11am-11:50am [Face to Face (Class)],"Sansom, Bryan (10321722) [Primary, 100%]",LC 309,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Lab access fee of $45 applies,Lab access fee of $45 applies,0,20,10,20,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,14299,2024 Spring,202420,DGM,DGM,3520,DGM 3520,001 (14299),Digital Cinema Production III,,Face to Face (F),,TR 11:30am-12:45pm; F 11:30am-12:20pm,TR 11:30am-12:45pm [Face to Face (Class)]; F 11:30am-12:20pm [Face to Face (Class)],"Cerva, Dallin (10957561) [Primary, 100%]",CS 412,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,28,19,28,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,26405,2024 Spring,202420,DGM,DGM,3530,DGM 3530,001 (26405),Digital Cinema Prod Mgmt,,Face to Face (F),,TR 2:30pm-3:45pm,TR 2:30pm-3:45pm [Face to Face (Class)],"Cerva, Dallin (10957561) [Primary, 100%]",DX 121,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,21,25,0,,,,,,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,15475,2024 Spring,202420,DGM,DGM,3540,DGM 3540,001 (15475),Cinematography II,,Face to Face (F),,TR 11am-1:20pm,TR 11am-1:20pm [Face to Face (Class)],"Staff [Primary, 100%]",DX 120,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $46 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $46 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,15,15,15,0,,,,,,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,20156,2024 Spring,202420,DGM,DGM,3560,DGM 3560,001 (20156),Digital Cinema Editing II,,Face to Face (F),,MW 11am-12:40pm,MW 11am-12:40pm [Face to Face (Class)],"Andersen, Duane (10209228) [Primary, 100%]",DX 121,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $13 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $13 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,28,22,25,0,,,,,,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,17162,2024 Spring,202420,DGM,DGM,3570,DGM 3570,001 (17162),Storytelling Digtl Media II WE,,Face to Face (F),,MW 1pm-2:40pm,MW 1pm-2:40pm [Face to Face (Class)],"Nielson, Wendell (10066386) [Primary, 100%]",KB 407,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Writing Enriched; Course fee of $13 applies; Software fee of $15 applies; Lab access fee of $45 applies,Writing Enriched; Course fee of $13 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,15,15,15,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6423,36666,2024 Spring,202420,DGM,DGM,3570,DGM 3570,601 (36666),Storytelling Digtl Media II WE,,Livestream (LS),,M 6pm-9:20pm,M 6pm-9:20pm [Livestream (Class)],"Daniel, Martin (10929693) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Writing Enriched; Course fee of $13 applies; Software fee of $15 applies; Lab access fee of $45 applies,Writing Enriched; Course fee of $13 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,15,9,15,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component.  Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881,35862,2024 Spring,202420,DGM,DGM,3580,DGM 3580,001 (35862),Cinema Directing Workshop I,,Face to Face (F),,MW 1pm-3:20pm,MW 1pm-3:20pm [Face to Face (Class)],"Rosales, Jerell (10967835) [Primary, 100%]",DX 120,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $13 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $13 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,20,19,20,0,,,,,,,,Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002,37356,2024 Spring,202420,DGM,DGM,3750,DGM 3750,I01 (37356),Media Analytics,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",Choose an Option,Cancelled,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Individualized Instruction (INV),No,Department Approval Required,3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,0,7,0,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,10778,2024 Spring,202420,DGM,DGM,3780,DGM 3780,001 (10778),Web Tools and Frameworks II,,Livestream (LS),,TR 4pm-5:15pm,TR 4pm-5:15pm [Livestream (Class)],"Conover, Landon (10315829) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,25,14,25,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component.  Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
